5,memcmp,192,7,20,0.6679,memcmp,5
0,ap_set_etag,3,0,0,0.6667,etag,1
1,tcsetattr,2,0,0,0.6667,tcsetattr,2
1,tcgetattr,1,0,0,0.6667,tcgetattr,2
1,svn_diff_file_output_unified3,5,0,0,0.6667,unified,2
2,mbstowcs,2,0,0,0.6667,mbs,2
2,dump_all_views_in_db,2,0,0,0.6667,views,2
2,gmt_sec_to_TIME,31,0,0,0.6667,gmt,4
2,remove_ticket,1,0,0,0.6667,ticket,2
3,toast_flatten_tuple_to_datum,2,0,0,0.6667,flatten,3
3,ExecARInsertTriggers,4,0,0,0.6667,exe,2
3,process_shared_preload_libraries,1,0,0,0.6667,preload,1
4,fscanf,22,3,12,0.6667,fscanf,3
4,unescape_character,2,0,0,0.6667,character,4
4,gimp_template_editor_show_advanced,1,0,0,0.6667,advanced,1
5,tvb_get_letohs,1492,46,124,0.6667,let,2
5,resp_blm_data,1,0,0,0.6667,resp,2
5,col_set_utc_time,2,0,0,0.6667,utc,2
5,crypt_rc4_init,12,0,0,0.6667,crypt,3
5,dissect_amqp_0_9_method_connection_secure,1,0,0,0.6667,method,5
5,enip_close_cip_connection,2,0,0,0.6667,en,2
5,dissect_igmp_v2,2,0,0,0.6667,v2,1
5,drx_check_config_sane,1,0,0,0.6667,sane,1
4,gimp_rectangle_tool_set_constraint,4,0,0,0.6641,constraint,3
2,unlink,18,4,16,0.6579,unlink,4
5,CFURLCreateFromFileSystemRepresentation,2,0,0,0.6558,url,4
2,BytePrecision,3,0,0,0.6545,precision,2
5,g_slist_insert_sorted,12,0,0,0.6522,sorted,5
2,pthread_mutex_init,7,1,4,0.6517,mutex,4
5,utilCrcCalculate,2,0,0,0.6512,util,4
5,cops_ugs_with_activity_detection_i04_i05,2,0,0,0.6512,activity,4
2,run_sql_fix_privilege_tables,1,0,0,0.6486,privilege,2
5,getenv,158,3,9,0.6477,getenv,5
2,mi_close,14,2,8,0.6429,mi,2
2,tzset,1,0,0,0.6429,tzset,1
4,gimp_edit_clear,4,0,0,0.6429,edit,2
5,lua_newuserdata,34,0,0,0.6346,userdata,3
2,get_cipherLength,5,0,0,0.6286,cipher,2
4,update_vector_prev,13,0,0,0.6283,prev,4
2,GetSessionCacheOff,6,0,0,0.625,off,5
4,gimp_gradient_segment_range_compress,8,0,0,0.625,compress,5
5,dissect_x509af_Certificate,14,0,0,0.625,certificate,2
4,Minvert,2,0,0,0.6188,m,4
5,dissect_q931_pl_binary_parameters_ie,1,0,0,0.6154,pl,2
3,makeDefElem,139,0,0,0.6134,elem,4
5,fvalue_get_uinteger,23,0,0,0.6115,integer,4
4,gimp_dialog_run,125,0,0,0.6102,run,5
4,gimp_module_db_refresh,1,0,0,0.6102,refresh,4
2,gzwrite,4,0,0,0.6087,gz,4
5,tvbparse_not_chars,4,0,0,0.6061,chars,5
5,dissect_nbap_HS_DSCHRequiredPower,1,0,0,0.6061,required,4
5,parse_field_string_format,1,1,4,0.603,parse,5
2,HasData,1,0,0,0.6023,has,5
5,pcapng_write_enhanced_packet_block,3,0,0,0.601,block,5
2,ch__clearmacro,1,0,0,0.6,macro,4
2,GET_DX_DY,3,0,0,0.6,dy,1
3,trim_trailing_separator,4,0,0,0.6,trim,4
3,TransactionIdFollows,11,1,4,0.6,follows,1
3,BootStrapCLOG,1,0,0,0.6,bootstrap,1
3,join_is_legal,2,0,0,0.6,legal,3
3,reduce_outer_joins,1,0,0,0.6,reduce,5
5,dissect_pvfs_ds_keyval,2,0,0,0.6,keyval,2
5,frstrans_dissect_element_Update_rdc_similarity_,1,0,0,0.6,similarity,1
3,join_path_components,9,0,0,0.599,path,5
3,out_target,21,0,0,0.5976,target,3
5,mate_load_config,1,1,4,0.5935,load,5
4,gdk_pixbuf_get_rowstride,10,0,0,0.5894,row,5
1,check_db_rows,237,0,0,0.5882,rows,4
0,apr_os_global_mutex_get,1,0,0,0.5878,os,5
4,g_strstr_len,3,0,0,0.587,strstr,5
3,format_node_dump,2,0,0,0.5866,dump,5
2,inet_ntop,2,0,0,0.5844,et,3
2,buf_page_get_known_nowait,4,2,8,0.5839,wait,5
3,transformJoinUsingClause,1,0,0,0.5833,using,2
5,ep_udp_port_to_display,30,0,0,0.5818,port,4
5,register_stat_cmd_arg,41,0,0,0.5795,cmd,5
4,gimp_item_attach_parasite,6,1,3,0.5769,attach,5
5,prefs_register_bool_preference,592,0,0,0.5747,bool,4
2,allocated_to_dirty,8,0,0,0.5745,allocated,1
1,copy_contents,1,1,4,0.5714,contents,4
2,getuid,3,0,0,0.5714,getuid,2
2,symlink,1,1,4,0.5714,symlink,3
3,finalize_aggregate,2,0,0,0.5714,finalize,5
4,gimp_pickable_interface_get_type,83,0,0,0.5714,pick,4
5,do_auto_rp_map,1,0,0,0.5714,rp,2
5,dissect_hs20_anqp_hs_capability_list,2,0,0,0.5714,an,4
5,dissect_p1_RegisteredMailType,1,0,0,0.5714,registered,2
3,heap_getsysattr,75,0,0,0.5678,sys,5
3,LWLockAcquire,305,0,0,0.5676,acquire,3
4,gimp_plug_in_procedure_set_mime_type,4,0,0,0.5676,mime,3
3,trace_recovery,59,0,0,0.566,trace,5
4,gimp_selection_is_empty,11,3,7,0.5644,is,5
5,glusterfs_rpc_dissect_gfid,57,0,0,0.5635,fs,4
3,getrule,4,0,0,0.5625,rule,5
3,get_typlenbyvalalign,25,1,4,0.5625,align,4
3,SN_close_env,32,0,0,0.5625,env,5
5,elem_cell_id_aux,6,0,0,0.5625,aux,3
5,netlogon_dissect_NETLOGON_SECURE_CHANNEL_TYPE,4,0,0,0.5625,secure,3
5,print_stats_table_header_label,17,0,0,0.5607,header,5
3,SendSharedInvalidMessages,4,0,0,0.56,shared,4
4,gimp_base_config_get_type,12,0,0,0.5599,config,5
0,ap_reserve_module_slots,1,0,0,0.5556,slots,2
5,getExtensionObjectType,1,0,0,0.5556,extension,5
4,gimp_tile_backend_tile_manager_class_init,1,0,0,0.5526,backend,3
4,gtk_window_get_type,449,0,0,0.551,type,5
4,rotate_pointers,11,0,0,0.5469,rotate,5
1,locate_change,8,0,0,0.5455,locate,4
2,fdopen,5,0,0,0.5455,fdopen,3
2,Decrypt,1,0,0,0.5455,decrypt,3
2,buf_dblwr_page_inside,2,1,3,0.5455,wr,3
5,set_ipxnetent,2,0,0,0.5455,net,3
1,svn_temp_deserializer__resolve,35,0,0,0.5449,resolve,5
2,fn_tilde_expand,3,0,0,0.5446,fn,5
5,two_comp_to_int16,1,0,0,0.5434,comp,3
5,TvbRange_ustring_any,2,0,0,0.5414,any,5
4,gdk_x11_window_foreign_new_for_display,3,0,0,0.5405,foreign,4
4,gimp_destroy_params,665,0,0,0.5389,params,5
5,wmem_packet_scope,2278,0,0,0.5349,w,5
3,collectMatchBitmap,1,0,0,0.5348,match,5
2,Initialize,12,0,0,0.5336,initialize,5
4,gimp_tile_put,1,0,0,0.5336,put,5
5,val_to_str_ext_const,539,0,0,0.5319,ext,5
1,ap_hook_access_checker,1,0,0,0.5294,checker,3
3,TransactionIdAsyncCommitTree,2,0,0,0.5283,async,4
1,svn_atomic_namespace__create,12,0,0,0.5276,namespace,5
1,validate,4,0,0,0.5238,validate,5
4,gtk_label_set_line_wrap,22,0,0,0.5231,line,5
3,RememberFsyncRequest,5,0,0,0.5217,remember,3
5,CFStringCreateWithCString,1,0,0,0.5217,cf,3
1,unlock_proto_rev_list_locked,1,0,0,0.52,locked,4
5,print_packet,4,0,0,0.52,packet,2
5,followArgStrncmp,3,0,0,0.519,arg,5
3,PushCopiedSnapshot,5,0,0,0.5185,copied,1
3,_hash_expandtable,1,0,0,0.5172,expand,5
4,gimp_item_detach_parasite,2,0,0,0.5128,detach,5
4,gimp_procedural_db_temp_name,6,0,0,0.5109,db,5
3,parseRelOptions,5,0,0,0.5098,parser,5
3,strrchr,23,0,0,0.5096,strrchr,5
2,constant_compare,5,0,0,0.5061,compare,5
3,isspace,112,3,12,0.5056,space,5
5,wimaxasncp_dict_scan,1,2,7,0.5053,dict,3
2,tmp_restore_column_map,3,0,0,0.5046,restore,5
1,svn_cstring_strtoi64,4,1,4,0.5,strtoi64,1
1,canonical_host_from_uname,1,0,0,0.5,uname,1
1,delta_dirs,5,0,0,0.5,dirs,2
